Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
66d205861c4bddcf6e252449,65dc99d0191a135ab835bf69,APPROVED,Not Applicable,2024-08-30T17:46:51.771000Z,2024-08-30T17:51:22.838000Z,2024-08-30T19:41:48.134000Z,2024-08-30T17:51:23.467072Z,272.0,6B57058C,553,30,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66d20586c0bb0c554aabdb2f,66c4b376b6ea650bcaada8cd,APPROVED,Not Applicable,2024-08-30T17:47:39.731000Z,2024-08-30T17:55:33.639000Z,2024-08-30T19:41:48.576000Z,2024-08-30T17:56:14.569189Z,474.0,6B57058C,69,37,Male,White,United States,United States,United States,English,Yes,Full-Time
66d205871c23ce9ba3f08644,5aeb063b2f05b500013028a0,APPROVED,Not Applicable,2024-08-30T17:46:56.538000Z,2024-08-30T17:50:30.060000Z,2024-08-30T19:48:51.811000Z,2024-08-30T17:50:30.992292Z,214.0,6B57058C,2262,37,Female,White,Romania,United Kingdom,Romania,English,No,Full-Time
66d205876b01023414acee2f,66abec2fd3d6ab33fb42bd60,APPROVED,Not Applicable,2024-08-30T17:47:24.431000Z,2024-08-30T17:56:59.282000Z,2024-08-30T19:41:49.001000Z,2024-08-30T17:57:28.123064Z,575.0,6B57058C,98,36,Male,White,United States,United States,United States,English,No,Full-Time
66d205877e57159613ad3199,5d49d17b3dad1f0001e2aba1,APPROVED,Not Applicable,2024-08-30T17:46:47.916000Z,2024-08-30T17:50:16.271000Z,2024-08-30T19:41:49.379000Z,2024-08-30T17:50:17.215182Z,209.0,6B57058C,2565,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66d20588207611c12ae99228,661001002bf7cf76d072aa7d,APPROVED,Not Applicable,2024-08-30T17:47:00.808000Z,2024-08-30T17:52:36.561000Z,2024-08-30T19:48:52.126000Z,2024-08-30T17:52:37.364878Z,336.0,6B57058C,761,62,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66d205882308c1bb09365595,58bef6fd31de840001e84ba0,APPROVED,Not Applicable,2024-08-30T17:46:53.456000Z,2024-08-30T17:52:00.906000Z,2024-08-30T19:41:49.787000Z,2024-08-30T17:52:01.746379Z,308.0,6B57058C,1270,40,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
66d20588f5ca6c77edaad425,66b210588b137001a6ff1ddb,APPROVED,Not Applicable,2024-08-30T17:46:53.948000Z,2024-08-30T17:52:23.193000Z,2024-08-30T19:48:52.442000Z,2024-08-30T17:52:23.811610Z,330.0,6B57058C,91,32,Female,Black,United States,United States,United States,English,No,Full-Time
66d2058945710c2e7255552c,5db3318476478d000fcfa0eb,APPROVED,Not Applicable,2024-08-30T17:46:53.283000Z,2024-08-30T17:50:39.065000Z,2024-08-30T19:41:50.185000Z,2024-08-30T17:50:39.937215Z,226.0,6B57058C,158,26,Male,White,United States,United States,United States,English,Yes,Part-Time
66d2058969021bc358732a46,5ee0edcb962eba464f486b40,APPROVED,Not Applicable,2024-08-30T17:47:46.469000Z,2024-08-30T17:53:02.403000Z,2024-08-30T19:41:50.615000Z,2024-08-30T17:53:03.054076Z,316.0,6B57058C,3020,65,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
